Pout,eff
0.10940284628467822, 0.03899721448467908
0.25058740386582, 0.058495821727019504
13.875148533294452, 0.6629526462395532
15.179807421650903, 1.1114206128133706
29.341083625495163, 1.5013927576601684
163.43928789411004, 0.779944289693594
189.84718549145805, 0.7604456824512535
119.92909174523862, 0.9944289693593316
89.77711699212779, 1.598885793871867
103.2468577392268, 1.6573816155988847
118.73753569029026, 1.9303621169916436
137.9226944356109, 2.26183844011142
47.859186014575634, 2.4178272980501383
59.61679211697904, 3.1002785515320337
122.34819639549315, 5.167130919220055
59.61679211697904, 3.997214484679665
170.09929560900738, 4.484679665738161
312.77341734711683, 7.506963788300836
65.87698856928216, 10.821727019498608
