,Prad_SB,Prad_AB,Pref_loss,Precomb,Ptherm,Preabs,PEQE,Pseries,Pgen,Eg
0,10.139840871011817,20.175983778730473,0.5069920435505912,1.0934755954233994,9.127858535706508,9.632848827461224,2.9863948942801697,1.6648448360429113,5.303409917277484,0.5
1,10.68377290783256,19.63200741181807,0.5341886453916285,1.0070230831101554,8.784751022681888,10.149584262440932,2.9520699918078086,1.5481640910632481,5.339999223154971,0.5151515151515151
2,11.227835713065748,19.087975912912334,0.5613917856532878,0.9210802306166391,8.454106935671623,10.666443927412459,2.9138366239872213,1.4379796140573573,5.360972508579493,0.5303030303030303
3,11.770921675920054,18.544993019602433,0.5885460837960033,0.8556919996741977,8.123552489119254,11.182375592124052,2.869724559242695,1.328925114652155,5.367098856914132,0.5454545454545454
4,12.347956319066471,17.968142913484222,0.6173978159533241,0.7890297271472319,7.782231777301249,11.730558503113146,2.8190644227107224,1.2196039232006635,5.358213063124355,0.5606060606060606
5,12.885768788949477,17.43056907142635,0.6442884394474744,0.7338719345105964,7.469724125485524,12.241480349502002,2.7680919034290694,1.1225233752383428,5.336357732762818,0.5757575757575758
6,13.41958166904658,16.897054107736274,0.6709790834523296,0.67912729406155,7.1686398151215664,12.74860258559425,2.714786099565948,1.0321509980763945,5.3023499009108175,0.5909090909090909
7,13.948534623751819,16.368454216305008,0.6974267311875916,0.6330341055611822,6.873119729220768,13.251107892564228,2.6586901144569173,0.9465080551542151,5.257102211911924,0.6060606060606061
8,14.471829374791135,15.845563548243716,0.7235914687395574,0.587482462553955,6.588538902610717,13.748237906051578,2.6008626549237133,0.8671433109243575,5.201536217230973,0.6212121212121212
9,14.988729301520122,15.329114636967947,0.7494364650760068,0.5498330897393786,6.309312444387882,14.239292836444115,2.5409907308522066,0.7924073769278809,5.1365709950606,0.6363636363636364
10,15.532280486113796,14.786091732154897,0.7766140243056905,0.5142810828684531,6.019966296184241,14.755666461808106,2.4755533059306614,0.718378968553001,5.057912078618541,0.6515151515151515
11,16.033890529576983,14.285017036377393,0.8016945264788499,0.47816041774402945,5.761869750792606,15.232196003098133,2.413496060352228,0.655174278228624,4.976316529259907,0.6666666666666667
12,16.527221570720062,13.792256211607373,0.8263610785360038,0.4490396813262505,5.508826109395704,15.70086049218406,2.3503171262656264,0.5960974861126676,4.887975808507126,0.6818181818181819
13,17.011776784551067,13.308302360722694,0.8505888392275541,0.42042306367496074,5.265624075708987,16.161187945323512,2.286676566401624,0.5418839107639761,4.793694744173146,0.696969696969697
14,17.487114305306836,12.833593753968579,0.8743557152653426,0.39246424302273625,5.031958064510043,16.612758590041494,2.22275143393074,0.492180320830868,4.69423969167419,0.7121212121212122
15,17.952845255207578,12.368515810167116,0.8976422627603797,0.37061366308298843,4.803088184890606,17.0552029924472,2.1584441886580565,0.44602168709711404,4.5903480864383495,0.7272727272727273
16,18.438656455023263,11.883423973455265,0.921932822751164,0.3468232402886065,4.569882684339457,17.5167236322721,2.090015414648161,0.4012948832242431,4.475407750954798,0.7424242424242424
17,18.883517543487724,11.439255348365409,0.9441758771743871,0.3261893443869567,4.35948583843642,17.93934166631334,2.02607404966261,0.3630339662496485,4.364472149629774,0.7575757575757576
18,19.317887174135837,11.005592591733313,0.9658943587067926,0.30609940481272235,4.157714439833819,18.351992815429046,1.962533624126032,0.32816445386526955,4.251080669095471,0.7727272727272727
19,19.74156926241416,10.582628948591335,0.9870784631207089,0.2866175708426235,3.9642834814633336,18.754490799293453,1.8995183688856137,0.29641503105030176,4.135794496349463,0.7878787878787878
20,20.15440919778239,10.17051634995527,1.0077204598891205,0.26779740313724576,3.7789127874485455,19.14668873789327,1.837141847810844,0.2675327769711406,4.019131534587494,0.803030303030303
21,20.55629143980686,9.769367817093098,1.027814571990344,0.2537474321723156,3.5976870050800986,19.528476867816515,1.7753800139522053,0.24096316776612867,3.9015901981223484,0.8181818181818181
22,20.972799803989705,9.353646444313686,1.0486399901994863,0.23922202622092995,3.4128883511513157,19.924159813790222,1.7104608200824318,0.2153496841414013,3.7757255627176054,0.8333333333333334
23,21.351824794385827,8.975361033655208,1.0675912397192922,0.22236275616555007,3.2506687931414735,20.284233554666535,1.6506988453044555,0.19392225256177706,3.657708386481952,0.8484848484848485
24,21.719756210286253,8.608168831833055,1.0859878105143137,0.20981009372396497,3.092177043363245,20.633768399771938,1.5918545084237536,0.174276093651131,3.54005109267096,0.8636363636363636
25,22.07661291004034,8.252049096702532,1.103830645502018,0.19768315158752875,2.9406548645293897,20.97278226453832,1.5341133241756841,0.1565138456757263,3.423083910734203,0.8787878787878788
26,22.42244096678969,7.906954019465316,1.1211220483394855,0.18599605953387305,2.795847544111363,21.301318918450203,1.4775331247460246,0.14046809067410349,3.3071092003999527,0.8939393939393939
27,22.75731147655665,7.572810912187711,1.1378655738278336,0.17475915917624002,2.657506074625891,21.61944590272882,1.422163703515674,0.12598464556297206,3.192397329306933,0.9090909090909092
28,23.10253534053833,7.228355162503732,1.1551267670269174,0.16393135289827182,2.516180718873145,21.94740857351141,1.3644729272196947,0.11206691756394925,3.071703245948671,0.9242424242424243
29,23.415081572928813,6.916520353009633,1.1707540786464417,0.1536988459736363,2.3903794806918954,22.24432749428237,1.3117326079032305,0.10037560797774579,2.960333810463125,0.9393939393939394
30,23.717022373447964,6.615281360274151,1.1858511186723992,0.14663637488784678,2.267753956375047,22.53117125477556,1.2602673087033776,0.08973568476991634,2.850888035537964,0.9545454545454546
