,P_rad_SB_ref,P_rad_SB_abs,P_rad_AB_ref,P_rad_AB_abs,P_rad_recomb,Ptherm,Preabs,P_nonrad_recomb,Pseries,Pgen,Eg
0,9.632848827461224,0.5069920435505912,6.052795133619141,14.12318864511133,0.4267851584045121,7.356545305356766,15.685643961080368,0.4267851584045121,1.5659536166191095,4.3471194063264305,0.5
1,10.149584262440932,0.5341886453916285,5.88960222354542,13.742405188272649,0.38612880288831514,7.086431014643706,16.039186485986352,0.38612880288831514,1.4700301456793468,4.413686422172966,0.5151515151515151
2,10.666443927412459,0.5613917856532878,5.726392773873699,13.361583139038633,0.35130308217431067,6.820071800353158,16.39283670128616,0.35130308217431067,1.3732642070060417,4.4656409673308115,0.5303030303030303
3,11.18237559212405,0.5885460837960033,5.56349790588073,12.981495113721703,0.32172014434626695,6.557526170741912,16.74587349800478,0.32172014434626695,1.2771630639263865,4.50336559036087,0.5454545454545454
4,11.730558503113146,0.6173978159533241,5.390442874045267,12.577700039438954,0.29643411750058674,6.280451793409128,17.12100137715841,0.29643411750058674,1.1758890799893973,4.528490931039255,0.5606060606060606
5,12.241480349502002,0.6442884394474744,5.229170721427905,12.201398349998444,0.27288007827257027,6.030075621398589,17.470651070929907,0.27288007827257027,1.0870378214622118,4.5385247505925035,0.5757575757575758
6,12.74860258559425,0.6709790834523296,5.069116232320883,11.827937875415392,0.25043810900657537,5.7876211318240225,17.817718817915132,0.25043810900657537,1.0032542518948917,4.5361862736833265,0.5909090909090909
7,13.251107892564228,0.6974267311875916,4.910536264891502,11.457917951413505,0.23197210049009842,5.549117192542597,18.16164415745573,0.23197210049009842,0.9226268984991864,4.522229659391525,0.6060606060606061
8,13.748237906051578,0.7235914687395574,4.753669064473114,11.0918944837706,0.2143768556534747,5.318445043235274,18.501906970524693,0.2143768556534747,0.8472598537303188,4.497435875498058,0.6212121212121212
9,14.239292836444115,0.7494364650760068,4.598734391090384,10.730380245877564,0.20021305175635867,5.091802825922361,18.8380272275345,0.20021305175635867,0.7755251184064182,4.462626198036067,0.6363636363636364
10,14.755666461808106,0.7766140243056905,4.435827519646469,10.350264212508426,0.18489218302891067,4.859943606665901,19.191493981454574,0.18489218302891067,0.7051839064013198,4.415352333383384,0.6515151515151515
11,15.232196003098133,0.8016945264788499,4.285505110913218,9.999511925464176,0.17223664845953138,4.648923543301913,19.517701114011352,0.17223664845953138,0.6437314403908395,4.36238364485236,0.6666666666666667
12,15.70086049218406,0.8263610785360038,4.137676863482212,9.65457934812516,0.16241087634848786,4.441982153291853,19.83853735566627,0.16241087634848786,0.5859242208934101,4.301851221242921,0.6818181818181819
13,16.161187945323512,0.8505888392275541,3.992490708216808,9.315811652505886,0.15091366480765897,4.245832472384004,20.15367865354032,0.15091366480765897,0.5336155552787077,4.234536295227857,0.696969696969697
14,16.612758590041494,0.8743557152653426,3.850078126190573,8.983515627778004,0.14004587724565093,4.056839560191622,20.46283671623207,0.14004587724565093,0.48541804485403334,4.161166268241048,0.7121212121212122
15,17.0552029924472,0.8976422627603797,3.710554743050135,8.65796106711698,0.13168639095609813,3.871735380596332,20.76575773549733,0.13168639095609813,0.4403747211079759,4.082478183500476,0.7272727272727273
16,17.5167236322721,0.921932822751164,3.5650271920365797,8.318396781418684,0.12293457782528376,3.682514467206024,21.08175082430868,0.12293457782528376,0.3965787388846157,3.9934344196774787,0.7424242424242424
17,17.93934166631334,0.9441758771743871,3.431776604509623,8.007478743855787,0.11551446823815745,3.511595526229722,21.371118270822965,0.11551446823815745,0.35900105956129036,3.9058532215884596,0.7575757575757576
18,18.351992815429046,0.9658943587067926,3.301677777519994,7.703914814213318,0.10848276450450571,3.3473561946654837,21.653670592949037,0.10848276450450571,0.3246684331631783,3.814924657375645,0.7727272727272727
19,18.754490799293453,0.9870784631207089,3.1747886845774005,7.407840264013934,0.10182754955913892,3.1896222210141745,21.929279483870854,0.10182754955913892,0.29334122125208595,3.721221722629395,0.7878787878787878
20,19.14668873789327,1.0077204598891205,3.0511549049865807,7.119361444968688,0.09553603219726799,3.0382176493709667,22.19784364287985,0.09553603219726799,0.26479221494249605,3.6252795162606897,0.803030303030303
21,19.528476867816515,1.027814571990344,2.930810345127929,6.838557471965167,0.08959478267995982,2.892965392352213,22.459287212944442,0.08959478267995982,0.23880671263651812,3.527595801616516,0.8181818181818181
22,19.924159813790222,1.0486399901994863,2.8060939332941057,6.547552511019579,0.08370391832184927,2.744475334928582,22.730253747084326,0.08370391832184927,0.21366958274848766,3.421999756698811,0.8333333333333334
23,20.28423355466653,1.0675912397192922,2.6926083100965625,6.282752723558645,0.07848129138375363,2.6113029763570696,22.976841864763095,0.07848129138375363,0.19234792085363628,3.3221392435804313,0.8484848484848485
24,20.633768399771938,1.0859878105143137,2.5824506495499167,6.025718182283138,0.07482409776524013,2.481466107006404,23.216219049321854,0.07482409776524013,0.17276262988467347,3.22184124986158,0.8636363636363636
25,20.97278226453832,1.103830645502018,2.4756147290107595,5.776434367691771,0.07013190497268279,2.3594312202537755,23.448396993549082,0.07013190497268279,0.15527105203897323,3.121468285453656,0.8787878787878788
26,21.301318918450203,1.1211220483394855,2.372086205839595,5.534867813625722,0.06571635802871523,2.242657345335669,23.673405124289797,0.06571635802871523,0.13944030685225203,3.0213374453803703,0.8939393939393939
27,21.61944590272882,1.1378655738278336,2.271843273656313,5.3009676385313975,0.06156401523915222,2.1309701746623135,23.89128917638513,0.06156401523915222,0.12512719808060768,2.9217422353101714,0.9090909090909092
