,Eg,Pgen,Trad,eff
0,0.5,4.809842092128768,2123,0.6177100854652086
1,0.5151515151515151,4.920772667607079,2123,0.6206430850648615
2,0.5303030303030303,5.017861352515861,2123,0.6235085741870087
3,0.5454545454545454,5.101115803008844,2123,0.6263128457828588
4,0.5606060606060606,5.131640539398676,2123,0.6297905733368673
5,0.5757575757575758,5.188205354413886,2123,0.6324778571226053
6,0.5909090909090909,5.23158278060704,2123,0.6348446518555575
7,0.6060606060606061,5.245920316997731,2123,0.6374859330812926
8,0.6212121212121212,5.264682840129355,2123,0.6397583675228249
9,0.6363636363636364,5.2565201317214205,2123,0.6422950277647567
10,0.6515151515151515,5.231784856032617,2123,0.6448676607442814
11,0.6666666666666667,5.203320323875185,2123,0.6470335554036688
12,0.6818181818181819,5.178995714749286,2123,0.6491567266413134
13,0.696969696969697,5.132396150198741,2123,0.651240734392339
14,0.7121212121212122,5.089910209365958,2123,0.653304097931522
15,0.7272727272727273,5.027538234303636,2123,0.6553162204212508
16,0.7424242424242424,4.939090666623887,2123,0.6576726803078864
17,0.7575757575757576,4.874540661865348,2123,0.6593715202081377
18,0.7727272727272727,4.7935550039385,2123,0.6612866513285978
19,0.7878787878787878,4.707589340109413,2123,0.6631709179662325
20,0.803030303030303,4.626033065572907,2123,0.6648021874587922
21,0.8181818181818181,4.531264119071547,2123,0.666345661702121
22,0.8333333333333334,4.415911105629794,2123,0.6685353414211789
23,0.8484848484848485,4.315250410764574,2123,0.6700254048326777
24,0.8636363636363636,4.212169663020531,2123,0.6717832872905277
25,0.8787878787878788,4.107099118207825,2123,0.6732247924987402
26,0.8939393939393939,4.006761164684765,2123,0.6747466211770397
27,0.9090909090909092,3.8985916561810745,2123,0.6761491052499662
28,0.9242424242424243,3.7749370015200037,2123,0.6779178330766744
29,0.9393939393939394,3.665971055132444,2123,0.6795773786416005
30,0.9545454545454546,3.5568909999765834,2123,0.6809215319739969
31,0.9696969696969697,3.4479922831440004,2123,0.6822472191144943
32,0.9848484848484849,3.33955190219087,2123,0.6835552743397028
33,1.0,3.2318265315280663,2123,0.6851470356498164
34,1.0151515151515151,3.1090400428995806,2123,0.6866716856628623
35,1.0303030303030303,3.0040653832352784,2123,0.6879285526695971
36,1.0454545454545454,2.9004201438353387,2123,0.6891707092379612
37,1.0606060606060606,2.798276160958289,2123,0.690398742923144
38,1.0757575757575757,2.6977867992659785,2123,0.6916132035422037
39,1.0909090909090908,2.5990878484989612,2123,0.6928146057786784
40,1.106060606060606,2.489904851791629,2123,0.6945382322625531
41,1.121212121212121,2.3956642674202877,2123,0.6957125884003698
42,1.1363636363636362,2.3035064075189364,2123,0.6968752982705847
43,1.1515151515151514,2.213506170804705,2123,0.698026752144056
44,1.1666666666666667,2.1237621679048986,2123,0.6989826934427069
45,1.1818181818181819,2.0383892365873115,2123,0.700109462799627
46,1.196969696969697,1.9458704411694467,2123,0.7014394057656356
47,1.2121212121212122,1.865559684041365,2123,0.7025440836811434
48,1.2272727272727273,1.7875794924149846,2123,0.7036393448708054
49,1.2424242424242424,1.7105542658066875,2123,0.7048360123960978
50,1.2575757575757576,1.637355793190707,2123,0.705910562272048
51,1.2727272727272727,1.5652925903553168,2123,0.706769257996877
52,1.2878787878787878,1.490866807133576,2123,0.707922594858974
53,1.3030303030303032,1.4239287555364473,2123,0.7090715475335557
54,1.3181818181818183,1.3603728092957545,2123,0.7101090449600586
55,1.3333333333333335,1.2981532254869301,2123,0.7109200306482655
56,1.3484848484848486,1.2382648152175797,2123,0.7120350923214295
57,1.3636363636363638,1.1814378895915725,2123,0.7130460040497243
58,1.378787878787879,1.121476201598225,2123,0.7139251787376647
59,1.393939393939394,1.0684408344233063,2123,0.715010033658079
60,1.4090909090909092,1.0181507579058144,2123,0.7159972940641373
61,1.4242424242424243,0.9692581379383153,2123,0.7167439573324337
62,1.4393939393939394,0.9223767064029571,2123,0.7177999807094377
63,1.4545454545454546,0.8774502016674661,2123,0.7185255071449673
64,1.4696969696969697,0.8310296750721898,2123,0.7196692450609878
65,1.4848484848484849,0.7904335343775822,2123,0.7206195585629845
66,1.5,0.7511509214139572,2123,0.721318933207616
67,1.5151515151515151,0.7135845964252293,2123,0.722331476733371
68,1.5303030303030303,0.6776815297663091,2123,0.7230123996097799
69,1.5454545454545454,0.6433806939346828,2123,0.7240081905870696
70,1.5606060606060606,0.6081244435173624,2123,0.7247828582186007
71,1.5757575757575757,0.5769888255676048,2123,0.7257635788890336
72,1.5909090909090908,0.54728623761679,2123,0.7264111249707402
73,1.6060606060606062,0.5189604826892483,2123,0.7273765762828917
74,1.6212121212121213,0.4919621662183972,2123,0.728008351228026
75,1.6363636363636365,0.4662361634485,2123,0.7286314568890935
76,1.6515151515151516,0.44173619021002686,2123,0.7295759522222661
77,1.6666666666666667,0.4166752562429781,2123,0.7303014978008784
78,1.6818181818181819,0.394566425864153,2123,0.7312331226278975
79,1.696969696969697,0.37338406882453007,2123,0.7318872414958455
80,1.7121212121212122,0.3533930366095699,2123,0.7328044968838091
81,1.7272727272727273,0.3343894819648316,2123,0.7333853873424724
82,1.7424242424242424,0.31632902261089524,2123,0.7339588702104006
83,1.7575757575757576,0.29792178812403924,2123,0.7349804359576586
84,1.7727272727272727,0.28159377500387256,2123,0.7355957703316073
85,1.7878787878787878,0.2661961256006038,2123,0.7364827748809017
86,1.803030303030303,0.2515838308424124,2123,0.7370319200544775
87,1.8181818181818181,0.23763904697189314,2123,0.7376246740064168
88,1.8333333333333335,0.22449520689782262,2123,0.7384944791564808
