,P_rad_SB_ref,P_rad_SB_abs,P_rad_AB_ref,P_rad_AB_abs,P_rad_recomb,Ptherm,Preabs,P_nonrad_recomb,Pseries,Pgen,Eg
0,9.632848827461224,0.5069920435505912,5.021237361840172,11.7162205109604,0.059060100394747066,6.36772916006877,14.654086189301397,0.7087212047369648,1.227131379027171,3.3535786667327456,0.5
1,10.149584262440932,0.5341886453916285,4.965929295965132,11.587168357251974,0.05440463859868742,6.252845216452419,15.115513558406063,0.652855663184249,1.176059583081682,3.451003255934937,0.5151515151515151
2,10.666443927412459,0.5613917856532878,4.900566361734572,11.434654844047333,0.050054938389282135,6.126756404398609,15.567010289147031,0.6006592606713856,1.121016527095833,3.5361677134922247,0.5303030303030303
3,11.18237559212405,0.5885460837960033,4.823666743618233,11.255222401775878,0.046515367883959755,5.982957938857678,16.006042335742283,0.5581844146075171,1.0596630952065444,3.607901585220179,0.5454545454545454
4,11.730558503113146,0.6173978159533241,4.728519219041611,11.03321151109709,0.04267085307172725,5.816060380296098,16.459077722154756,0.512050236860727,0.9936666587550606,3.6687633821134775,0.5606060606060606
5,12.241480349502002,0.6442884394474744,4.639784583999493,10.82616402933215,0.03964471666986765,5.662785851333694,16.881264933501495,0.4757366000384119,0.9321503106882717,3.715846550601904,0.5757575757575758
6,12.74860258559425,0.6709790834523296,4.543117973000517,10.600608603667872,0.036825957768123765,5.501071977893507,17.29172055859477,0.4419114932174852,0.8708283966864853,3.7499707781022713,0.5909090909090909
7,13.251107892564228,0.6974267311875916,4.441656952251266,10.36386622191962,0.03420406704571505,5.3358615763803074,17.692764844815493,0.41044880454858046,0.8109316421224873,3.7724201318225306,0.6060606060606061
8,13.748237906051578,0.7235914687395574,4.334652702485715,10.114189639133334,0.0321682501933683,5.162106925953702,18.082890608537294,0.38601900232041964,0.750930659873241,3.7829648007926036,0.6212121212121212
9,14.239292836444115,0.7494364650760068,4.22603341646497,9.860744638418264,0.029887855948178117,4.993231159442046,18.465326252909087,0.3586542713781374,0.6953481735808948,3.7836231780690066,0.6363636363636364
10,14.755666461808106,0.7766140243056905,4.10467065819352,9.577564869118213,0.027871393677739133,4.805875729351073,18.860337120001628,0.3344567241328696,0.6373976690641234,3.7719633528924073,0.6515151515151515
11,15.232196003098133,0.8016945264788499,3.990458535314045,9.311069915732771,0.025925123781840084,4.634958788427736,19.22265453841218,0.31110148538208104,0.5869739756073484,3.7521105425337655,0.6666666666666667
12,15.70086049218406,0.8263610785360038,3.8750449973409493,9.041771660462215,0.02412140759141266,4.465191259707738,19.57590548952501,0.2894568910969519,0.5393491160415294,3.723652986024584,0.6818181818181819
13,16.161187945323512,0.8505888392275541,3.7589206173420493,8.770814773798113,0.022765845680028696,4.293934454810627,19.92010856266556,0.2731901481603443,0.49364373402203465,3.687280591125079,0.696969696969697
14,16.612758590041494,0.8743557152653426,3.642533079853505,8.499243852991512,0.021203474630999846,4.128136075396532,20.255291669894998,0.25444169557199814,0.4517936321047214,3.64366897528726,0.7121212121212122
15,17.0552029924472,0.8976422627603797,3.5262889770018715,8.228007613004365,0.020045919172371366,3.961924635222087,20.581491969449072,0.24055103006845638,0.4119940596907618,3.5934919688506897,0.7272727272727273
16,17.5167236322721,0.921932822751164,3.4015619690769885,7.936977927846306,0.018572827542069594,3.7894955623925095,20.918285601349087,0.22287393050483514,0.37330981792894363,3.5327257894779476,0.7424242424242424
17,17.93934166631334,0.9441758771743871,3.2868776317400044,7.669381140726677,0.01760149231769088,3.6301691208859674,21.226219298053344,0.21121790781229055,0.3392636900985228,3.4711289296122048,0.7575757575757576
18,18.351992815429046,0.9658943587067926,3.1728292271187484,7.403268196610412,0.016445758928443185,3.476520848846037,21.524822042547793,0.19734910714131826,0.308320544576369,3.404631937118245,0.7727272727272727
19,18.754490799293453,0.9870784631207089,3.060743058480425,7.141733803120991,0.015375681519182649,3.3275506351550903,21.815233857773876,0.18450817823019178,0.279843702919424,3.3344556052971033,0.7878787878787878
20,19.14668873789327,1.0077204598891205,2.9498825669776427,6.883059322947832,0.014616027405183024,3.179291701827093,22.096571304870913,0.1753923288621963,0.2531816335403895,3.2605776313129713,0.803030303030303
21,19.528476867816515,1.027814571990344,2.8409393345294514,6.628858447235386,0.01368791369421055,3.037936818452449,22.369416202345967,0.1642549643305266,0.22913872578826713,3.183840024969933,0.8181818181818181
22,19.924159813790222,1.0486399901994863,2.7263912579254135,6.361579601825965,0.01278598352896658,2.890753645508923,22.650551071715633,0.15343180234759896,0.20563958939403196,3.098968581046444,0.8333333333333334
23,20.28423355466653,1.0675912397192922,2.6219670816887994,6.117923190607199,0.011998829538854089,2.7584276663113694,22.906200636355333,0.14398595446624907,0.18563399766828867,3.017876742622438,0.8484848484848485
24,20.633768399771938,1.0859878105143137,2.5198782313077817,5.879715873051491,0.011269337962654823,2.6305002332144896,23.15364663107972,0.13523205555185785,0.16738165552167797,2.9353325908008103,0.8636363636363636
25,20.97278226453832,1.103830645502018,2.4199958408379696,5.646656961955263,0.010593170527699477,2.5066232450183406,23.39277810537629,0.12711804633239374,0.1507402620679573,2.8515822380088722,0.8787878787878788
26,21.301318918450203,1.1211220483394855,2.32287607024176,5.4200441638974395,0.009966304879729748,2.387543209697163,23.624194988691965,0.11959565855675697,0.13562590908611508,2.7673130816776745,0.8939393939393939
27,21.61944590272882,1.1378655738278336,2.228148423420406,5.199012987980947,0.00938501576823056,2.2725478904971483,23.847594326149224,0.11262018921876672,0.12189077899783787,2.682569113498963,0.9090909090909092
