,P_rad_SB_ref,P_rad_SB_abs,P_rad_AB_ref,P_rad_AB_abs,P_rad_recomb,Ptherm,P_BG_Voc,Preabs,P_nonrad_recomb,Pseries,Pgen,Eg
0,31.073705895036216,1.6354582050019075,0.0,65.08381864106605,0.0853285849487394,24.160680590670967,12.912140059190612,31.073705895036216,1.8772288688722671,0.005793919392609263,26.042646617990844,0.5
1,32.74059439497075,1.7231891786826727,0.0,63.32905616715506,0.08195496528701336,22.945234069994665,12.642926954183089,32.74059439497075,1.803009236314294,0.005339401784935639,25.85059153959107,0.5151515151515151
2,34.40788363681439,1.810941244042864,0.0,61.57411584810429,0.07875340522777723,21.781978313603314,12.360092798736598,34.40788363681439,1.7325749150110992,0.004912253911690044,25.61580416161381,0.5303030303030303
3,36.07217932943242,1.8985357541806556,0.0,59.82255812774978,0.07572368966745273,20.669377483073912,12.06559340749595,36.07217932943242,1.66592117268396,0.0045119212883006545,25.341430453540205,0.5454545454545454
4,37.840511300364994,1.9916058579139488,0.0,57.961751333820075,0.07195376826468808,19.60579942323062,11.688213396814193,37.840511300364994,1.5829829018231376,0.0041187987414118684,25.008683044946018,0.5606060606060606
5,39.48864628871613,2.0783498046692723,0.0,56.22764216589145,0.06932864608764464,18.58988630920428,11.377045369128576,39.48864628871613,1.525230213928182,0.003770737309567359,24.6623808902332,0.5757575757575758
6,41.12452446965889,2.164448656297838,0.0,54.50662615398798,0.06607046030594618,17.61995886477971,11.077632292378858,41.12452446965889,1.4535501267308157,0.003451885317669029,24.285962524474986,0.5909090909090909
7,42.74550933085234,2.2497636489922304,0.0,52.80146521388713,0.06299499618651122,16.694461681170402,10.772641161849966,42.74550933085234,1.3858899161032467,0.0031554913321646984,23.882321967244835,0.6060606060606061
8,44.34915453565025,2.3341660281921204,0.0,51.11472112336682,0.06009609047663881,15.811848167099015,10.463457865154744,44.34915453565025,1.3221139904860537,0.0028805695315417745,23.454324440618826,0.6212121212121212
9,45.93320269820683,2.417536984116151,0.0,49.44875689344499,0.057367062031223465,14.970584985819913,10.15137362029853,45.93320269820683,1.262075364686916,0.0026260897941428408,23.00472977081426,0.6363636363636364
10,47.59892407034873,2.505206530018356,0.0,47.69707010372548,0.05499088815155434,14.16908836110145,9.756484934844348,47.59892407034873,1.2097995393341954,0.002374351018235502,22.50433202927569,0.6515151515151515
11,49.13611613902623,2.5861113757382252,0.0,46.08070011734643,0.05191643793366512,13.406027276104718,9.460092429216346,49.13611613902623,1.1421616345406327,0.002161753095002715,22.01834058645607,0.6666666666666667
12,50.647937071561486,2.6656808985032385,0.0,44.4911490697012,0.04970019892981283,12.67983141495605,9.147713130838774,50.647937071561486,1.0934043764558823,0.001963094539470547,21.518536853981207,0.6818181818181819
13,52.13286433975326,2.7438349652501746,0.0,42.9300076152345,0.04762186167271989,11.989055883597935,8.836719576268186,52.13286433975326,1.0476809567998375,0.0017805936779653649,21.007148743217854,0.696969696969697
14,53.589543838843525,2.820502307307557,0.0,41.398689528930895,0.045030636737652896,11.332284719565436,8.542704097862433,53.589543838843525,0.9906740082283637,0.0016154314725472503,20.486380635064464,0.7121212121212122
15,55.01678384660386,2.8956202024528377,0.0,39.898438097313274,0.04322107119898349,10.708132908859836,8.23650499037902,55.01678384660386,0.9508635663776367,0.0014619552366169452,19.958253605261177,0.7272727272727273
16,56.50556010410355,2.9739768475843995,0.0,38.333625720823434,0.04065413842565616,10.11519408526298,7.8930657347788165,56.50556010410355,0.8943910453644356,0.0013149916759036342,19.38900572531565,0.7424242424242424
17,57.868844084881744,3.04572863604641,0.0,36.900823704404544,0.03853078275564392,9.552280826118935,7.609500665305109,57.868844084881744,0.8476772206241663,0.0011890105293335168,18.851645199071353,0.7575757575757576
18,59.199976823964654,3.1157882538928794,0.0,35.5019115862365,0.03710491342364189,9.0180313459509,7.316951149897972,59.199976823964654,0.8163080953201215,0.0010725497701126756,18.312443531873754,0.7727272727272727
19,60.49835741707565,3.184124074582932,0.0,34.137512737391404,0.03522031589458453,8.511198755255702,7.042311883401341,60.49835741707565,0.7748469496808595,0.000967855346905097,17.772966977812015,0.7878787878787878
20,61.76351205772023,3.2507111609326467,0.0,32.80811725792023,0.03345406522552294,8.03057295900222,6.7726010067490305,61.76351205772023,0.7359894349615046,0.0008725397282560195,17.23462725225369,0.803030303030303
21,62.99508667037585,3.315530877388206,0.0,31.51408973255838,0.03128814444212848,7.5749811280877735,6.519940482229927,62.99508667037585,0.6883391777268264,0.0007869349731448842,16.69875386509858,0.8181818181818181
22,64.27148327029104,3.3827096458047947,0.0,30.173053046173177,0.029654455320362462,7.143245990249184,6.215803537142268,64.27148327029104,0.6523980170479742,0.0007031418098300312,16.13124790460356,0.8333333333333334
23,65.43301146666624,3.443842708771911,0.0,28.952777527920027,0.02823769505070993,6.734371456856816,5.964108024331745,65.43301146666624,0.6212292911156184,0.0006321026776105288,15.604198957887528,0.8484848484848485
24,66.56054322507077,3.503186485530044,0.0,27.768286554300175,0.026910613840618856,6.347236500345391,5.718550041875819,66.56054322507077,0.5920335044936149,0.0005677509236108973,15.082988142821117,0.8636363636363636
25,67.6541363372204,3.5607440177484446,0.0,26.619513215169455,0.025226362125156374,5.980818679383051,5.48944514599541,67.6541363372204,0.5549799667534402,0.0005102047091031298,14.568532856203296,0.8787878787878788
26,68.71393199500065,3.6165227365789847,0.0,25.506303288597795,0.024075425183995584,5.634132716445321,5.2563227638211085,68.71393199500065,0.5296593540479028,0.0004575050722762203,14.061655524027197,0.8939393939393939
