,Eg,Pgen,Trad,eff
0,0.5,25.455228238856552,2123.0,0.40629234241834217
1,0.5151515151515151,25.236767739052294,2123.0,0.41311724378865217
2,0.5303030303030303,24.978885653962582,2123.0,0.41963078955191335
3,0.5454545454545454,24.684680029846206,2123.0,0.4258584535732017
4,0.5606060606060606,24.334101987877656,2123.0,0.43216961556139977
5,0.5757575757575758,23.97410100285255,2123.0,0.4377983069354157
6,0.5909090909090909,23.586722561102277,2123.0,0.4431326721653754
7,0.6060606060606061,23.174715918935306,2123.0,0.44818616521631827
8,0.6212121212121212,22.740782151304824,2123.0,0.45296220015391087
9,0.6363636363636364,22.287523059469184,2123.0,0.457463859217343
10,0.6515151515151515,21.78556787353405,2123.0,0.46197239681990965
11,0.6666666666666667,21.30014721264545,2123.0,0.4659158132941392
12,0.6818181818181819,20.8026881064566,2123.0,0.46959187594599516
13,0.696969696969697,20.295338088129792,2123.0,0.4729901653257531
14,0.7121212121212122,19.780154243348942,2123.0,0.4761367935504786
15,0.7272727272727273,19.25900623538589,2123.0,0.4790199060566731
16,0.7424242424242424,18.69856272056617,2123.0,0.4818026353259871
17,0.7575757575757576,18.17065046589801,2123.0,0.4841312849457344
18,0.7727272727272727,17.6419221657788,2123.0,0.4862106269190972
19,0.7878787878787878,17.11379476851417,2123.0,0.4880148047809709
20,0.803030303030303,16.58760421143697,2123.0,0.48956884272965734
21,0.8181818181818181,16.064588230842755,2123.0,0.4908471717052527
22,0.8333333333333334,15.511424451731692,2123.0,0.491919082854984
23,0.8484848484848485,14.998340475192766,2123.0,0.4926622162116363
24,0.8636363636363636,14.491555310261282,2123.0,0.49312652084961484
25,0.8787878787878788,13.991860097823842,2123.0,0.49332229908108516
26,0.8939393939393939,13.499994407475603,2123.0,0.49324806935037063
27,0.9090909090909092,13.016613741492423,2123.0,0.4929022285350934
28,0.9242424242424243,12.511003251243457,2123.0,0.49223430129410417
29,0.9393939393939394,12.046896928678706,2123.0,0.49132192388878065
30,0.9545454545454546,11.592807575115536,2123.0,0.4901325382113958
31,0.9696969696969697,11.149100723745084,2123.0,0.4886522935449764
32,0.9848484848484849,10.71608685020572,2123.0,0.4869048911266662
33,1.0,10.29399251238934,2123.0,0.4848757670436605
34,1.0151515151515151,9.855990590360705,2123.0,0.4823906143946819
35,1.0303030303030303,9.457026187946711,2123.0,0.4797766554812554
36,1.0454545454545454,9.069404036281332,2123.0,0.4768775614651977
37,1.0606060606060606,8.693172189460377,2123.0,0.4736927736959144
38,1.0757575757575757,8.328385590771024,2123.0,0.47021326192506235
39,1.0909090909090908,7.974976513123806,2123.0,0.46645989994778786
40,1.106060606060606,7.610513272785903,2123.0,0.4621383861515453
41,1.121212121212121,7.2804555509107844,2123.0,0.45779099073176194
42,1.1363636363636362,6.961542517910844,2123.0,0.45317512305004826
43,1.1515151515151514,6.653639079780265,2123.0,0.4482724876082587
44,1.1666666666666667,6.356585633589264,2123.0,0.4431068693434249
45,1.1818181818181819,6.070226904521107,2123.0,0.4376636001585032
46,1.196969696969697,5.776332877783509,2123.0,0.43157275717457244
47,1.2121212121212122,5.511436292652595,2123.0,0.4255918601058395
48,1.2272727272727273,5.256596634563143,2123.0,0.4193603738915022
49,1.2424242424242424,5.01161202183061,2123.0,0.41289630178496733
50,1.2575757575757576,4.776230710854563,2123.0,0.40618935439649956
51,1.2727272727272727,4.550211919234936,2123.0,0.3992577072836905
52,1.2878787878787878,4.319178180807877,2123.0,0.3916340912934948
53,1.3030303030303032,4.111740487296433,2123.0,0.3842727569075532
54,1.3181818181818183,3.9129036135259674,2123.0,0.3767211948613903
55,1.3333333333333335,3.7224139276515396,2123.0,0.36899230934457605
56,1.3484848484848486,3.54001678546724,2123.0,0.36109974624039626
57,1.3636363636363638,3.3654625927245885,2123.0,0.35306456956199483
58,1.378787878787879,3.187626871735884,2123.0,0.3443380048937533
59,1.393939393939394,3.028465378640668,2123.0,0.33603567873092216
60,1.4090909090909092,2.876367551633521,2123.0,0.3276314846377117
61,1.4242424242424243,2.731086177593024,2123.0,0.3191418354455284
62,1.4393939393939394,2.5923773935419576,2123.0,0.31058343881997785
63,1.4545454545454546,2.4600011504205033,2123.0,0.3019732004884503
64,1.4696969696969697,2.3255128251931394,2123.0,0.29275013228322627
65,1.4848484848484849,2.2054819781080974,2123.0,0.2840867473998391
66,1.5,2.0910752976657965,2123.0,0.2754235328883596
67,1.5151515151515151,1.982071834261727,2123.0,0.2667771504564558
68,1.5303030303030303,1.8782559832823753,2123.0,0.2581639456899449
69,1.5454545454545454,1.7794176515244406,2123.0,0.24959985181421565
70,1.5606060606060606,1.679246553312625,2123.0,0.24053608830852857
71,1.5757575757575757,1.5900539784766403,2123.0,0.23212180838190308
72,1.5909090909090908,1.5052301427819446,2123.0,0.2238019908001943
73,1.6060606060606062,1.4245883806042112,2123.0,0.2155900208049145
74,1.6212121212121213,1.347951743504022,2123.0,0.20749695685919256
75,1.6363636363636365,1.2751419198070137,2123.0,0.19953841660030233
76,1.6515151515151516,1.2059892279850748,2123.0,0.1917228711454399
77,1.6666666666666667,1.1360735876873405,2123.0,0.18355500741899888
78,1.6818181818181819,1.0739679631942534,2123.0,0.17606534131237378
79,1.696969696969697,1.0150390496576873,2123.0,0.16874502600121227
80,1.7121212121212122,0.9591406708105654,2123.0,0.1616039082582753
81,1.7272727272727273,0.9061298535538892,2123.0,0.15464608518878284
82,1.7424242424242424,0.85587145859639,2123.0,0.14787662099023433
83,1.7575757575757576,0.8051525397853182,2123.0,0.14086759630264378
